Driver,DriverNumber,Team,LapNumber,Stint,TyreLife,Compound,LapTime,LapTime_s,TrackStatus,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,compound_order
OCO,31,Haas F1 Team,17.0,2.0,5.0,MEDIUM,0 days 00:01:18.801000,78.801,1,0 days 01:18:59.601000,,0 days 00:00:23.085000,0 days 00:00:35.915000,0 days 00:00:19.801000,186.0,193.0,257.0,275.0,1.0
OCO,31,Haas F1 Team,18.0,2.0,6.0,MEDIUM,0 days 00:01:15.774000,75.774,1,,,0 days 00:00:20.058000,0 days 00:00:35.619000,0 days 00:00:20.097000,195.0,195.0,257.0,276.0,1.0
OCO,31,Haas F1 Team,19.0,2.0,7.0,MEDIUM,0 days 00:01:16.740000,76.74,1,,,0 days 00:00:20.229000,0 days 00:00:36.185000,0 days 00:00:20.326000,183.0,193.0,256.0,276.0,1.0
OCO,31,Haas F1 Team,20.0,2.0,8.0,MEDIUM,0 days 00:01:16.599000,76.599,1,,,0 days 00:00:20.106000,0 days 00:00:36.050000,0 days 00:00:20.443000,191.0,192.0,256.0,277.0,1.0
OCO,31,Haas F1 Team,21.0,2.0,9.0,MEDIUM,0 days 00:01:17.503000,77.503,1,,,0 days 00:00:20.353000,0 days 00:00:36.552000,0 days 00:00:20.598000,189.0,190.0,258.0,276.0,1.0
OCO,31,Haas F1 Team,22.0,2.0,10.0,MEDIUM,0 days 00:01:18.500000,78.5,1,,,0 days 00:00:20.915000,0 days 00:00:36.690000,0 days 00:00:20.895000,182.0,187.0,264.0,277.0,1.0
OCO,31,Haas F1 Team,23.0,2.0,11.0,MEDIUM,0 days 00:01:18.075000,78.075,1,,,0 days 00:00:20.876000,0 days 00:00:36.624000,0 days 00:00:20.575000,190.0,189.0,265.0,277.0,1.0
OCO,31,Haas F1 Team,24.0,2.0,12.0,MEDIUM,0 days 00:01:17.911000,77.911,1,,,0 days 00:00:20.890000,0 days 00:00:36.443000,0 days 00:00:20.578000,187.0,189.0,265.0,276.0,1.0
OCO,31,Haas F1 Team,25.0,2.0,13.0,MEDIUM,0 days 00:01:17.720000,77.72,1,,,0 days 00:00:20.780000,0 days 00:00:36.314000,0 days 00:00:20.626000,184.0,189.0,264.0,276.0,1.0
OCO,31,Haas F1 Team,26.0,2.0,14.0,MEDIUM,0 days 00:01:16.527000,76.527,1,,,0 days 00:00:20.253000,0 days 00:00:35.875000,0 days 00:00:20.399000,191.0,194.0,264.0,277.0,1.0
OCO,31,Haas F1 Team,27.0,2.0,15.0,MEDIUM,0 days 00:01:16.705000,76.705,1,,,0 days 00:00:20.106000,0 days 00:00:36.304000,0 days 00:00:20.295000,190.0,191.0,257.0,276.0,1.0
OCO,31,Haas F1 Team,28.0,2.0,16.0,MEDIUM,0 days 00:01:34.005000,94.005,1,,0 days 01:34:19.654000,0 days 00:00:20.171000,0 days 00:00:35.989000,0 days 00:00:37.845000,189.0,193.0,,277.0,1.0
OCO,31,Haas F1 Team,29.0,3.0,1.0,HARD,0 days 00:01:19.488000,79.488,1,0 days 01:34:44.406000,,0 days 00:00:23.141000,0 days 00:00:36.162000,0 days 00:00:20.185000,180.0,193.0,257.0,276.0,2.0
OCO,31,Haas F1 Team,30.0,3.0,2.0,HARD,0 days 00:01:15.796000,75.796,1,,,0 days 00:00:20.146000,0 days 00:00:35.695000,0 days 00:00:19.955000,194.0,193.0,258.0,276.0,2.0
OCO,31,Haas F1 Team,31.0,3.0,3.0,HARD,0 days 00:01:15.430000,75.43,1,,,0 days 00:00:19.890000,0 days 00:00:35.659000,0 days 00:00:19.881000,193.0,194.0,258.0,276.0,2.0
OCO,31,Haas F1 Team,32.0,3.0,4.0,HARD,0 days 00:01:15.503000,75.503,1,,,0 days 00:00:19.884000,0 days 00:00:35.614000,0 days 00:00:20.005000,201.0,194.0,258.0,276.0,2.0
OCO,31,Haas F1 Team,33.0,3.0,5.0,HARD,0 days 00:01:15.220000,75.22,1,,,0 days 00:00:19.813000,0 days 00:00:35.529000,0 days 00:00:19.878000,198.0,194.0,258.0,275.0,2.0
OCO,31,Haas F1 Team,34.0,3.0,6.0,HARD,0 days 00:01:15.157000,75.157,1,,,0 days 00:00:19.852000,0 days 00:00:35.503000,0 days 00:00:19.802000,,197.0,257.0,276.0,2.0
OCO,31,Haas F1 Team,35.0,3.0,7.0,HARD,0 days 00:01:15.846000,75.846,1,,,0 days 00:00:19.915000,0 days 00:00:35.854000,0 days 00:00:20.077000,197.0,193.0,257.0,276.0,2.0
OCO,31,Haas F1 Team,36.0,3.0,8.0,HARD,0 days 00:01:16.149000,76.149,1,,,0 days 00:00:20.031000,0 days 00:00:35.933000,0 days 00:00:20.185000,196.0,191.0,258.0,277.0,2.0
OCO,31,Haas F1 Team,37.0,3.0,9.0,HARD,0 days 00:01:17.197000,77.197,12,,,0 days 00:00:19.982000,0 days 00:00:35.819000,0 days 00:00:21.396000,,192.0,258.0,277.0,2.0
OCO,31,Haas F1 Team,38.0,3.0,10.0,HARD,0 days 00:01:16.298000,76.298,1,,,0 days 00:00:20.164000,0 days 00:00:35.949000,0 days 00:00:20.185000,199.0,194.0,257.0,277.0,2.0
OCO,31,Haas F1 Team,39.0,3.0,11.0,HARD,0 days 00:01:18.410000,78.41,1,,,0 days 00:00:20.025000,0 days 00:00:36.375000,0 days 00:00:22.010000,191.0,185.0,265.0,276.0,2.0
OCO,31,Haas F1 Team,40.0,3.0,12.0,HARD,0 days 00:01:16.525000,76.525,1,,,0 days 00:00:20.242000,0 days 00:00:36.050000,0 days 00:00:20.233000,195.0,193.0,258.0,278.0,2.0
OCO,31,Haas F1 Team,41.0,3.0,13.0,HARD,0 days 00:01:18.126000,78.126,1,,,0 days 00:00:21.236000,0 days 00:00:36.587000,0 days 00:00:20.303000,106.0,192.0,258.0,280.0,2.0
OCO,31,Haas F1 Team,42.0,3.0,14.0,HARD,0 days 00:01:16.240000,76.24,1,,,0 days 00:00:20.027000,0 days 00:00:36.054000,0 days 00:00:20.159000,195.0,192.0,259.0,279.0,2.0
OCO,31,Haas F1 Team,43.0,3.0,15.0,HARD,0 days 00:01:16.584000,76.584,1,,,0 days 00:00:20.091000,0 days 00:00:36.128000,0 days 00:00:20.365000,,192.0,258.0,280.0,2.0
OCO,31,Haas F1 Team,44.0,3.0,16.0,HARD,0 days 00:01:17.324000,77.324,1,,,0 days 00:00:20.059000,0 days 00:00:36.137000,0 days 00:00:21.128000,196.0,193.0,186.0,280.0,2.0
OCO,31,Haas F1 Team,45.0,3.0,17.0,HARD,0 days 00:01:18.452000,78.452,1,,,0 days 00:00:22.247000,0 days 00:00:36.095000,0 days 00:00:20.110000,186.0,194.0,261.0,281.0,2.0
OCO,31,Haas F1 Team,46.0,3.0,18.0,HARD,0 days 00:01:17.007000,77.007,1,,,0 days 00:00:20.133000,0 days 00:00:36.480000,0 days 00:00:20.394000,193.0,190.0,268.0,281.0,2.0
OCO,31,Haas F1 Team,47.0,3.0,19.0,HARD,0 days 00:01:17.341000,77.341,1,,,0 days 00:00:20.376000,0 days 00:00:36.612000,0 days 00:00:20.353000,191.0,191.0,267.0,281.0,2.0
OCO,31,Haas F1 Team,48.0,3.0,20.0,HARD,0 days 00:01:18.068000,78.068,1,,,0 days 00:00:20.280000,0 days 00:00:36.707000,0 days 00:00:21.081000,192.0,181.0,260.0,280.0,2.0
OCO,31,Haas F1 Team,49.0,3.0,21.0,HARD,0 days 00:01:18.235000,78.235,1,,,0 days 00:00:20.418000,0 days 00:00:36.994000,0 days 00:00:20.823000,187.0,188.0,259.0,280.0,2.0
OCO,31,Haas F1 Team,50.0,3.0,22.0,HARD,0 days 00:01:17.902000,77.902,1,,,0 days 00:00:20.286000,0 days 00:00:36.528000,0 days 00:00:21.088000,185.0,193.0,188.0,283.0,2.0
OCO,31,Haas F1 Team,51.0,3.0,23.0,HARD,0 days 00:01:18.424000,78.424,1,,,0 days 00:00:21.578000,0 days 00:00:36.361000,0 days 00:00:20.485000,186.0,191.0,260.0,282.0,2.0
OCO,31,Haas F1 Team,52.0,3.0,24.0,HARD,0 days 00:01:17.450000,77.45,1,,,0 days 00:00:20.285000,0 days 00:00:36.589000,0 days 00:00:20.576000,190.0,189.0,259.0,281.0,2.0
OCO,31,Haas F1 Team,53.0,3.0,25.0,HARD,0 days 00:01:19.133000,79.133,1,,,0 days 00:00:20.263000,0 days 00:00:38.469000,0 days 00:00:20.401000,183.0,189.0,260.0,270.0,2.0
OCO,31,Haas F1 Team,54.0,3.0,26.0,HARD,0 days 00:01:17.744000,77.744,1,,,0 days 00:00:20.137000,0 days 00:00:36.643000,0 days 00:00:20.964000,188.0,186.0,260.0,283.0,2.0
OCO,31,Haas F1 Team,55.0,3.0,27.0,HARD,0 days 00:01:18.492000,78.492,1,,,0 days 00:00:20.727000,0 days 00:00:36.891000,0 days 00:00:20.874000,189.0,183.0,259.0,283.0,2.0
OCO,31,Haas F1 Team,56.0,3.0,28.0,HARD,0 days 00:01:17.541000,77.541,1,,,0 days 00:00:20.291000,0 days 00:00:36.624000,0 days 00:00:20.626000,188.0,187.0,260.0,282.0,2.0
OCO,31,Haas F1 Team,57.0,3.0,29.0,HARD,0 days 00:01:17.871000,77.871,1,,,0 days 00:00:20.587000,0 days 00:00:36.501000,0 days 00:00:20.783000,184.0,190.0,258.0,282.0,2.0
OCO,31,Haas F1 Team,58.0,3.0,30.0,HARD,0 days 00:01:17.184000,77.184,1,,,0 days 00:00:20.496000,0 days 00:00:36.266000,0 days 00:00:20.422000,190.0,191.0,261.0,283.0,2.0
OCO,31,Haas F1 Team,59.0,3.0,31.0,HARD,0 days 00:01:17.137000,77.137,1,,,0 days 00:00:20.175000,0 days 00:00:36.346000,0 days 00:00:20.616000,,193.0,260.0,283.0,2.0
OCO,31,Haas F1 Team,60.0,3.0,32.0,HARD,0 days 00:01:17.606000,77.606,1,,,0 days 00:00:20.497000,0 days 00:00:36.507000,0 days 00:00:20.602000,186.0,189.0,260.0,284.0,2.0
OCO,31,Haas F1 Team,61.0,3.0,33.0,HARD,0 days 00:01:17.644000,77.644,1,,,0 days 00:00:20.395000,0 days 00:00:36.533000,0 days 00:00:20.716000,184.0,190.0,261.0,284.0,2.0
OCO,31,Haas F1 Team,62.0,3.0,34.0,HARD,0 days 00:01:17.670000,77.67,1,,,0 days 00:00:20.410000,0 days 00:00:36.623000,0 days 00:00:20.637000,180.0,191.0,262.0,284.0,2.0
OCO,31,Haas F1 Team,63.0,3.0,35.0,HARD,0 days 00:01:18.295000,78.295,1,,,0 days 00:00:20.590000,0 days 00:00:37.060000,0 days 00:00:20.645000,177.0,191.0,262.0,284.0,2.0
OCO,31,Haas F1 Team,64.0,3.0,36.0,HARD,0 days 00:01:17.903000,77.903,1,,,0 days 00:00:20.366000,0 days 00:00:36.832000,0 days 00:00:20.705000,182.0,191.0,269.0,283.0,2.0
OCO,31,Haas F1 Team,65.0,3.0,37.0,HARD,0 days 00:01:18.271000,78.271,1,,,0 days 00:00:20.534000,0 days 00:00:37.137000,0 days 00:00:20.600000,174.0,189.0,262.0,283.0,2.0
OCO,31,Haas F1 Team,66.0,3.0,38.0,HARD,0 days 00:01:18.810000,78.81,1,,,0 days 00:00:20.307000,0 days 00:00:38.148000,0 days 00:00:20.355000,188.0,191.0,262.0,272.0,2.0
OCO,31,Haas F1 Team,67.0,3.0,39.0,HARD,0 days 00:01:17.401000,77.401,1,,,0 days 00:00:20.107000,0 days 00:00:36.907000,0 days 00:00:20.387000,,190.0,270.0,283.0,2.0
OCO,31,Haas F1 Team,68.0,3.0,40.0,HARD,0 days 00:01:17.467000,77.467,1,,,0 days 00:00:20.331000,0 days 00:00:36.674000,0 days 00:00:20.462000,185.0,191.0,269.0,283.0,2.0
OCO,31,Haas F1 Team,69.0,3.0,41.0,HARD,0 days 00:01:16.985000,76.985,1,,,0 days 00:00:20.258000,0 days 00:00:36.407000,0 days 00:00:20.320000,187.0,194.0,268.0,283.0,2.0
OCO,31,Haas F1 Team,70.0,3.0,42.0,HARD,0 days 00:01:17.069000,77.069,1,,,0 days 00:00:20.208000,0 days 00:00:36.472000,0 days 00:00:20.389000,,194.0,261.0,283.0,2.0
OCO,31,Haas F1 Team,71.0,3.0,43.0,HARD,0 days 00:01:16.828000,76.828,1,,,0 days 00:00:20.077000,0 days 00:00:36.416000,0 days 00:00:20.335000,195.0,192.0,261.0,282.0,2.0
OCO,31,Haas F1 Team,72.0,3.0,44.0,HARD,0 days 00:01:16.768000,76.768,1,,,0 days 00:00:20.136000,0 days 00:00:36.239000,0 days 00:00:20.393000,193.0,191.0,269.0,282.0,2.0
OCO,31,Haas F1 Team,73.0,3.0,45.0,HARD,0 days 00:01:16.652000,76.652,1,,,0 days 00:00:20.063000,0 days 00:00:36.313000,0 days 00:00:20.276000,194.0,193.0,269.0,282.0,2.0
OCO,31,Haas F1 Team,74.0,3.0,46.0,HARD,0 days 00:01:16.580000,76.58,1,,,0 days 00:00:20.025000,0 days 00:00:36.237000,0 days 00:00:20.318000,196.0,192.0,269.0,282.0,2.0
OCO,31,Haas F1 Team,75.0,3.0,47.0,HARD,0 days 00:01:16.714000,76.714,1,,,0 days 00:00:20.114000,0 days 00:00:36.237000,0 days 00:00:20.363000,195.0,191.0,269.0,281.0,2.0
OCO,31,Haas F1 Team,76.0,3.0,48.0,HARD,0 days 00:01:16.604000,76.604,1,,,0 days 00:00:20.093000,0 days 00:00:36.305000,0 days 00:00:20.206000,196.0,193.0,269.0,281.0,2.0
OCO,31,Haas F1 Team,77.0,3.0,49.0,HARD,0 days 00:01:16.747000,76.747,1,,,0 days 00:00:19.953000,0 days 00:00:36.322000,0 days 00:00:20.472000,,192.0,268.0,282.0,2.0
NOR,4,McLaren,1.0,1.0,1.0,MEDIUM,0 days 00:01:23.340000,83.34,12,,,,0 days 00:00:37.264000,0 days 00:00:21.219000,189.0,176.0,252.0,267.0,1.0
NOR,4,McLaren,2.0,1.0,2.0,MEDIUM,0 days 00:01:44.634000,104.634,16,,,0 days 00:00:34.072000,0 days 00:00:44.185000,0 days 00:00:26.377000,97.0,144.0,136.0,252.0,1.0
NOR,4,McLaren,3.0,1.0,3.0,MEDIUM,0 days 00:01:49.015000,109.015,6,,,0 days 00:00:30.118000,0 days 00:00:49.715000,0 days 00:00:29.182000,147.0,173.0,213.0,250.0,1.0
NOR,4,McLaren,4.0,1.0,4.0,MEDIUM,0 days 00:01:41.564000,101.564,671,,,0 days 00:00:31.321000,0 days 00:00:47.988000,0 days 00:00:22.255000,141.0,121.0,253.0,248.0,1.0
NOR,4,McLaren,5.0,1.0,5.0,MEDIUM,0 days 00:01:18.050000,78.05,1,,,0 days 00:00:20.559000,0 days 00:00:36.559000,0 days 00:00:20.932000,200.0,180.0,254.0,272.0,1.0
NOR,4,McLaren,6.0,1.0,6.0,MEDIUM,0 days 00:01:19.172000,79.172,1,,,0 days 00:00:20.643000,0 days 00:00:37.367000,0 days 00:00:21.162000,,180.0,254.0,266.0,1.0
NOR,4,McLaren,7.0,1.0,7.0,MEDIUM,0 days 00:01:18.470000,78.47,1,,,0 days 00:00:20.536000,0 days 00:00:37.171000,0 days 00:00:20.763000,196.0,189.0,254.0,273.0,1.0
NOR,4,McLaren,8.0,1.0,8.0,MEDIUM,0 days 00:01:17.626000,77.626,12,,,0 days 00:00:20.324000,0 days 00:00:36.551000,0 days 00:00:20.751000,198.0,188.0,255.0,272.0,1.0
NOR,4,McLaren,9.0,1.0,9.0,MEDIUM,0 days 00:01:22.148000,82.148,2,,,0 days 00:00:20.524000,0 days 00:00:40.374000,0 days 00:00:21.250000,200.0,187.0,255.0,263.0,1.0
NOR,4,McLaren,10.0,1.0,10.0,MEDIUM,0 days 00:01:20.385000,80.385,2,,,0 days 00:00:20.486000,0 days 00:00:38.781000,0 days 00:00:21.118000,198.0,183.0,257.0,271.0,1.0
NOR,4,McLaren,11.0,1.0,11.0,MEDIUM,0 days 00:01:19.771000,79.771,21,,,0 days 00:00:20.086000,0 days 00:00:38.999000,0 days 00:00:20.686000,199.0,187.0,255.0,207.0,1.0
NOR,4,McLaren,12.0,1.0,12.0,MEDIUM,0 days 00:01:16.300000,76.3,1,,,0 days 00:00:20.126000,0 days 00:00:35.936000,0 days 00:00:20.238000,204.0,190.0,257.0,272.0,1.0
NOR,4,McLaren,13.0,1.0,13.0,MEDIUM,0 days 00:01:15.988000,75.988,1,,,0 days 00:00:20.017000,0 days 00:00:35.712000,0 days 00:00:20.259000,203.0,193.0,256.0,272.0,1.0
NOR,4,McLaren,14.0,1.0,14.0,MEDIUM,0 days 00:01:16.122000,76.122,1,,,0 days 00:00:19.931000,0 days 00:00:35.991000,0 days 00:00:20.200000,198.0,192.0,255.0,273.0,1.0
NOR,4,McLaren,15.0,1.0,15.0,MEDIUM,0 days 00:01:15.673000,75.673,1,,,0 days 00:00:19.875000,0 days 00:00:35.541000,0 days 00:00:20.257000,203.0,193.0,256.0,273.0,1.0
NOR,4,McLaren,16.0,1.0,16.0,MEDIUM,0 days 00:01:14.914000,74.914,1,,,0 days 00:00:19.840000,0 days 00:00:35.192000,0 days 00:00:19.882000,206.0,198.0,256.0,274.0,1.0
NOR,4,McLaren,17.0,1.0,17.0,MEDIUM,0 days 00:01:14.659000,74.659,1,,,0 days 00:00:19.718000,0 days 00:00:35.035000,0 days 00:00:19.906000,207.0,198.0,256.0,275.0,1.0
NOR,4,McLaren,18.0,1.0,18.0,MEDIUM,0 days 00:01:15.280000,75.28,1,,,0 days 00:00:19.776000,0 days 00:00:35.567000,0 days 00:00:19.937000,205.0,196.0,256.0,274.0,1.0
NOR,4,McLaren,19.0,1.0,19.0,MEDIUM,0 days 00:01:32.254000,92.254,1,,0 days 01:22:00.706000,0 days 00:00:19.653000,0 days 00:00:35.366000,0 days 00:00:37.235000,204.0,199.0,,279.0,1.0
NOR,4,McLaren,20.0,2.0,1.0,HARD,0 days 00:01:18.033000,78.033,1,0 days 01:22:25.221000,,0 days 00:00:22.708000,0 days 00:00:35.363000,0 days 00:00:19.962000,198.0,197.0,257.0,275.0,2.0
NOR,4,McLaren,21.0,2.0,2.0,HARD,0 days 00:01:15.259000,75.259,1,,,0 days 00:00:20.210000,0 days 00:00:35.375000,0 days 00:00:19.674000,200.0,197.0,258.0,276.0,2.0
NOR,4,McLaren,22.0,2.0,3.0,HARD,0 days 00:01:14.846000,74.846,1,,,0 days 00:00:19.655000,0 days 00:00:35.312000,0 days 00:00:19.879000,203.0,194.0,258.0,276.0,2.0
NOR,4,McLaren,23.0,2.0,4.0,HARD,0 days 00:01:15.315000,75.315,1,,,0 days 00:00:20.066000,0 days 00:00:35.223000,0 days 00:00:20.026000,202.0,196.0,258.0,276.0,2.0
NOR,4,McLaren,24.0,2.0,5.0,HARD,0 days 00:01:15.220000,75.22,1,,,0 days 00:00:19.870000,0 days 00:00:35.356000,0 days 00:00:19.994000,,197.0,258.0,276.0,2.0
NOR,4,McLaren,25.0,2.0,6.0,HARD,0 days 00:01:14.400000,74.4,1,,,0 days 00:00:19.578000,0 days 00:00:34.961000,0 days 00:00:19.861000,204.0,200.0,258.0,277.0,2.0
NOR,4,McLaren,26.0,2.0,7.0,HARD,0 days 00:01:14.727000,74.727,1,,,0 days 00:00:19.749000,0 days 00:00:35.153000,0 days 00:00:19.825000,202.0,199.0,257.0,277.0,2.0
NOR,4,McLaren,27.0,2.0,8.0,HARD,0 days 00:01:14.622000,74.622,1,,,0 days 00:00:19.588000,0 days 00:00:35.171000,0 days 00:00:19.863000,205.0,199.0,259.0,279.0,2.0
NOR,4,McLaren,28.0,2.0,9.0,HARD,0 days 00:01:14.618000,74.618,1,,,0 days 00:00:19.508000,0 days 00:00:35.151000,0 days 00:00:19.959000,206.0,197.0,261.0,281.0,2.0
NOR,4,McLaren,29.0,2.0,10.0,HARD,0 days 00:01:15.777000,75.777,1,,,0 days 00:00:19.716000,0 days 00:00:35.834000,0 days 00:00:20.227000,203.0,194.0,262.0,282.0,2.0
NOR,4,McLaren,30.0,2.0,11.0,HARD,0 days 00:01:17.259000,77.259,1,,,0 days 00:00:19.932000,0 days 00:00:36.898000,0 days 00:00:20.429000,193.0,191.0,269.0,283.0,2.0
NOR,4,McLaren,31.0,2.0,12.0,HARD,0 days 00:01:16.797000,76.797,1,,,0 days 00:00:20.029000,0 days 00:00:36.233000,0 days 00:00:20.535000,,193.0,265.0,279.0,2.0
NOR,4,McLaren,32.0,2.0,13.0,HARD,0 days 00:01:14.711000,74.711,1,,,0 days 00:00:19.694000,0 days 00:00:35.206000,0 days 00:00:19.811000,203.0,200.0,257.0,275.0,2.0
NOR,4,McLaren,33.0,2.0,14.0,HARD,0 days 00:01:14.642000,74.642,1,,,0 days 00:00:19.740000,0 days 00:00:35.193000,0 days 00:00:19.709000,,201.0,259.0,275.0,2.0
NOR,4,McLaren,34.0,2.0,15.0,HARD,0 days 00:01:14.689000,74.689,1,,,0 days 00:00:19.550000,0 days 00:00:35.351000,0 days 00:00:19.788000,206.0,198.0,259.0,275.0,2.0
NOR,4,McLaren,35.0,2.0,16.0,HARD,0 days 00:01:14.184000,74.184,1,,,0 days 00:00:19.497000,0 days 00:00:34.985000,0 days 00:00:19.702000,,200.0,258.0,276.0,2.0
NOR,4,McLaren,36.0,2.0,17.0,HARD,0 days 00:01:14.785000,74.785,1,,,0 days 00:00:19.705000,0 days 00:00:35.261000,0 days 00:00:19.819000,205.0,200.0,258.0,275.0,2.0
NOR,4,McLaren,37.0,2.0,18.0,HARD,0 days 00:01:14.670000,74.67,1,,,0 days 00:00:19.654000,0 days 00:00:35.272000,0 days 00:00:19.744000,204.0,198.0,259.0,276.0,2.0
NOR,4,McLaren,38.0,2.0,19.0,HARD,0 days 00:01:14.907000,74.907,12,,,0 days 00:00:19.606000,0 days 00:00:35.094000,0 days 00:00:20.207000,202.0,200.0,258.0,276.0,2.0
NOR,4,McLaren,39.0,2.0,20.0,HARD,0 days 00:01:14.141000,74.141,1,,,0 days 00:00:19.465000,0 days 00:00:34.981000,0 days 00:00:19.695000,207.0,200.0,259.0,277.0,2.0
NOR,4,McLaren,40.0,2.0,21.0,HARD,0 days 00:01:15.237000,75.237,1,,,0 days 00:00:19.396000,0 days 00:00:35.370000,0 days 00:00:20.471000,206.0,196.0,258.0,278.0,2.0
NOR,4,McLaren,41.0,2.0,22.0,HARD,0 days 00:01:14.026000,74.026,1,,,0 days 00:00:19.379000,0 days 00:00:34.994000,0 days 00:00:19.653000,208.0,201.0,259.0,276.0,2.0
NOR,4,McLaren,42.0,2.0,23.0,HARD,0 days 00:01:14.419000,74.419,1,,,0 days 00:00:19.533000,0 days 00:00:35.114000,0 days 00:00:19.772000,209.0,201.0,260.0,278.0,2.0
NOR,4,McLaren,43.0,2.0,24.0,HARD,0 days 00:01:14.174000,74.174,1,,,0 days 00:00:19.567000,0 days 00:00:34.939000,0 days 00:00:19.668000,,200.0,258.0,277.0,2.0
NOR,4,McLaren,44.0,2.0,25.0,HARD,0 days 00:01:13.872000,73.872,1,,,0 days 00:00:19.349000,0 days 00:00:34.852000,0 days 00:00:19.671000,206.0,201.0,259.0,278.0,2.0
NOR,4,McLaren,45.0,2.0,26.0,HARD,0 days 00:01:14.384000,74.384,1,,,0 days 00:00:19.439000,0 days 00:00:35.214000,0 days 00:00:19.731000,208.0,201.0,259.0,279.0,2.0
NOR,4,McLaren,46.0,2.0,27.0,HARD,0 days 00:01:14.177000,74.177,1,,,0 days 00:00:19.377000,0 days 00:00:35.149000,0 days 00:00:19.651000,209.0,199.0,260.0,280.0,2.0
NOR,4,McLaren,47.0,2.0,28.0,HARD,0 days 00:01:14.357000,74.357,1,,,0 days 00:00:19.352000,0 days 00:00:35.102000,0 days 00:00:19.903000,210.0,201.0,259.0,282.0,2.0
NOR,4,McLaren,48.0,2.0,29.0,HARD,0 days 00:01:15.701000,75.701,1,,,0 days 00:00:19.519000,0 days 00:00:35.861000,0 days 00:00:20.321000,204.0,195.0,265.0,283.0,2.0
NOR,4,McLaren,49.0,2.0,30.0,HARD,0 days 00:01:16.684000,76.684,1,,,0 days 00:00:19.777000,0 days 00:00:36.452000,0 days 00:00:20.455000,195.0,195.0,268.0,279.0,2.0
NOR,4,McLaren,50.0,2.0,31.0,HARD,0 days 00:01:30.893000,90.893,1,,0 days 02:01:03.269000,0 days 00:00:19.674000,0 days 00:00:35.075000,0 days 00:00:36.144000,205.0,203.0,,275.0,2.0
NOR,4,McLaren,51.0,3.0,1.0,HARD,0 days 00:01:18.237000,78.237,1,0 days 02:01:26.738000,,0 days 00:00:22.407000,0 days 00:00:35.760000,0 days 00:00:20.070000,205.0,197.0,260.0,281.0,2.0
NOR,4,McLaren,52.0,3.0,2.0,HARD,0 days 00:01:15.039000,75.039,1,,,0 days 00:00:19.648000,0 days 00:00:35.496000,0 days 00:00:19.895000,204.0,198.0,260.0,283.0,2.0
NOR,4,McLaren,53.0,3.0,3.0,HARD,0 days 00:01:15.848000,75.848,1,,,0 days 00:00:19.664000,0 days 00:00:35.818000,0 days 00:00:20.366000,205.0,193.0,270.0,284.0,2.0
NOR,4,McLaren,54.0,3.0,4.0,HARD,0 days 00:01:16.308000,76.308,1,,,0 days 00:00:19.850000,0 days 00:00:36.381000,0 days 00:00:20.077000,196.0,199.0,259.0,282.0,2.0
NOR,4,McLaren,55.0,3.0,5.0,HARD,0 days 00:01:14.993000,74.993,1,,,0 days 00:00:19.387000,0 days 00:00:35.797000,0 days 00:00:19.809000,204.0,199.0,257.0,276.0,2.0
NOR,4,McLaren,56.0,3.0,6.0,HARD,0 days 00:01:14.821000,74.821,1,,,0 days 00:00:19.646000,0 days 00:00:35.539000,0 days 00:00:19.636000,207.0,201.0,258.0,276.0,2.0
NOR,4,McLaren,57.0,3.0,7.0,HARD,0 days 00:01:14.676000,74.676,1,,,0 days 00:00:19.504000,0 days 00:00:35.314000,0 days 00:00:19.858000,205.0,199.0,260.0,277.0,2.0
NOR,4,McLaren,58.0,3.0,8.0,HARD,0 days 00:01:15.159000,75.159,1,,,0 days 00:00:19.635000,0 days 00:00:35.533000,0 days 00:00:19.991000,203.0,202.0,261.0,278.0,2.0
NOR,4,McLaren,59.0,3.0,9.0,HARD,0 days 00:01:15.107000,75.107,1,,,0 days 00:00:19.534000,0 days 00:00:35.685000,0 days 00:00:19.888000,204.0,197.0,261.0,278.0,2.0
NOR,4,McLaren,60.0,3.0,10.0,HARD,0 days 00:01:15.584000,75.584,1,,,0 days 00:00:19.631000,0 days 00:00:35.807000,0 days 00:00:20.146000,202.0,195.0,259.0,278.0,2.0
NOR,4,McLaren,61.0,3.0,11.0,HARD,0 days 00:01:15.199000,75.199,1,,,0 days 00:00:19.730000,0 days 00:00:35.603000,0 days 00:00:19.866000,207.0,200.0,260.0,278.0,2.0
NOR,4,McLaren,62.0,3.0,12.0,HARD,0 days 00:01:15.514000,75.514,1,,,0 days 00:00:19.577000,0 days 00:00:36.059000,0 days 00:00:19.878000,200.0,201.0,261.0,279.0,2.0
NOR,4,McLaren,63.0,3.0,13.0,HARD,0 days 00:01:15.301000,75.301,1,,,0 days 00:00:19.599000,0 days 00:00:35.715000,0 days 00:00:19.987000,197.0,204.0,261.0,280.0,2.0
NOR,4,McLaren,64.0,3.0,14.0,HARD,0 days 00:01:15.313000,75.313,1,,,0 days 00:00:19.584000,0 days 00:00:35.823000,0 days 00:00:19.906000,200.0,201.0,259.0,278.0,2.0
NOR,4,McLaren,65.0,3.0,15.0,HARD,0 days 00:01:15.478000,75.478,1,,,0 days 00:00:19.616000,0 days 00:00:36.060000,0 days 00:00:19.802000,204.0,198.0,261.0,278.0,2.0
