Driver,DriverNumber,Team,LapNumber,Stint,TyreLife,Compound,LapTime,LapTime_s,TrackStatus,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,compound_order
STR,18,Aston Martin,62.0,2.0,46.0,HARD,0 days 00:01:18.282000,78.282,1,,,0 days 00:00:20.257000,0 days 00:00:37.032000,0 days 00:00:20.993000,,185.0,271.0,284.0,2.0
STR,18,Aston Martin,63.0,2.0,47.0,HARD,0 days 00:01:18.974000,78.974,1,,,0 days 00:00:20.602000,0 days 00:00:37.086000,0 days 00:00:21.286000,188.0,185.0,272.0,283.0,2.0
STR,18,Aston Martin,64.0,2.0,48.0,HARD,0 days 00:01:37.177000,97.177,1,,0 days 02:22:14.083000,0 days 00:00:20.516000,0 days 00:00:37.060000,0 days 00:00:39.601000,195.0,185.0,,283.0,2.0
STR,18,Aston Martin,65.0,3.0,2.0,MEDIUM,0 days 00:01:17.944000,77.944,1,0 days 02:22:39.958000,,0 days 00:00:22.153000,0 days 00:00:35.691000,0 days 00:00:20.100000,200.0,191.0,262.0,281.0,1.0
STR,18,Aston Martin,66.0,3.0,3.0,MEDIUM,0 days 00:01:14.886000,74.886,1,,,0 days 00:00:19.467000,0 days 00:00:35.490000,0 days 00:00:19.929000,212.0,195.0,261.0,282.0,1.0
STR,18,Aston Martin,67.0,3.0,4.0,MEDIUM,0 days 00:01:14.877000,74.877,1,,,0 days 00:00:19.652000,0 days 00:00:35.303000,0 days 00:00:19.922000,205.0,195.0,262.0,283.0,1.0
STR,18,Aston Martin,68.0,3.0,5.0,MEDIUM,0 days 00:01:15.326000,75.326,1,,,0 days 00:00:19.389000,0 days 00:00:35.599000,0 days 00:00:20.338000,206.0,194.0,262.0,283.0,1.0
STR,18,Aston Martin,69.0,3.0,6.0,MEDIUM,0 days 00:01:15.247000,75.247,1,,,0 days 00:00:19.555000,0 days 00:00:35.425000,0 days 00:00:20.267000,201.0,196.0,262.0,285.0,1.0
STR,18,Aston Martin,70.0,3.0,7.0,MEDIUM,0 days 00:01:16.215000,76.215,1,,,0 days 00:00:19.819000,0 days 00:00:36.204000,0 days 00:00:20.192000,199.0,196.0,262.0,285.0,1.0
STR,18,Aston Martin,71.0,3.0,8.0,MEDIUM,0 days 00:01:16.555000,76.555,1,,,0 days 00:00:19.910000,0 days 00:00:36.118000,0 days 00:00:20.527000,194.0,195.0,263.0,284.0,1.0
STR,18,Aston Martin,72.0,3.0,9.0,MEDIUM,0 days 00:01:16.161000,76.161,1,,,0 days 00:00:19.651000,0 days 00:00:35.924000,0 days 00:00:20.586000,199.0,195.0,263.0,283.0,1.0
STR,18,Aston Martin,73.0,3.0,10.0,MEDIUM,0 days 00:01:15.952000,75.952,1,,,0 days 00:00:19.627000,0 days 00:00:36.078000,0 days 00:00:20.247000,201.0,192.0,271.0,284.0,1.0
STR,18,Aston Martin,75.0,3.0,12.0,MEDIUM,0 days 00:01:16.313000,76.313,1,,,0 days 00:00:19.870000,0 days 00:00:36.305000,0 days 00:00:20.138000,201.0,193.0,273.0,289.0,1.0
STR,18,Aston Martin,76.0,3.0,13.0,MEDIUM,0 days 00:01:17.596000,77.596,1,,,0 days 00:00:20.154000,0 days 00:00:36.818000,0 days 00:00:20.624000,197.0,188.0,260.0,288.0,1.0
TSU,22,Red Bull Racing,1.0,1.0,1.0,SOFT,0 days 00:01:50.476000,110.476,126,,0 days 00:57:35.742000,,0 days 00:00:40.335000,0 days 00:00:39.397000,164.0,180.0,,274.0,0.0
TSU,22,Red Bull Racing,2.0,2.0,1.0,HARD,0 days 00:01:48.876000,108.876,6,0 days 00:58:00.228000,,0 days 00:00:31.845000,0 days 00:00:47.901000,0 days 00:00:29.130000,129.0,155.0,178.0,251.0,2.0
TSU,22,Red Bull Racing,3.0,2.0,2.0,HARD,0 days 00:01:48.545000,108.545,6,,,0 days 00:00:30.346000,0 days 00:00:50.636000,0 days 00:00:27.563000,124.0,119.0,176.0,219.0,2.0
TSU,22,Red Bull Racing,4.0,2.0,3.0,HARD,0 days 00:01:33.097000,93.097,671,,,0 days 00:00:30.659000,0 days 00:00:41.483000,0 days 00:00:20.955000,113.0,183.0,254.0,272.0,2.0
TSU,22,Red Bull Racing,5.0,2.0,4.0,HARD,0 days 00:01:18.663000,78.663,1,,,0 days 00:00:21.055000,0 days 00:00:36.977000,0 days 00:00:20.631000,190.0,185.0,255.0,275.0,2.0
TSU,22,Red Bull Racing,6.0,2.0,5.0,HARD,0 days 00:01:18.281000,78.281,1,,,0 days 00:00:20.891000,0 days 00:00:36.667000,0 days 00:00:20.723000,194.0,187.0,255.0,277.0,2.0
TSU,22,Red Bull Racing,7.0,2.0,6.0,HARD,0 days 00:01:19.157000,79.157,1,,,0 days 00:00:20.886000,0 days 00:00:37.098000,0 days 00:00:21.173000,193.0,184.0,257.0,280.0,2.0
TSU,22,Red Bull Racing,9.0,2.0,8.0,HARD,0 days 00:01:19.611000,79.611,2,,,0 days 00:00:20.404000,0 days 00:00:37.584000,0 days 00:00:21.623000,191.0,184.0,265.0,271.0,2.0
TSU,22,Red Bull Racing,10.0,2.0,9.0,HARD,0 days 00:01:21.823000,81.823,2,,,0 days 00:00:21.099000,0 days 00:00:38.939000,0 days 00:00:21.785000,173.0,183.0,259.0,270.0,2.0
TSU,22,Red Bull Racing,11.0,2.0,10.0,HARD,0 days 00:01:20.088000,80.088,21,,,0 days 00:00:20.929000,0 days 00:00:37.890000,0 days 00:00:21.269000,169.0,184.0,265.0,275.0,2.0
TSU,22,Red Bull Racing,12.0,2.0,11.0,HARD,0 days 00:01:19.637000,79.637,1,,,0 days 00:00:20.862000,0 days 00:00:37.540000,0 days 00:00:21.235000,183.0,185.0,264.0,275.0,2.0
TSU,22,Red Bull Racing,13.0,2.0,12.0,HARD,0 days 00:01:19.301000,79.301,1,,,0 days 00:00:20.856000,0 days 00:00:37.714000,0 days 00:00:20.731000,180.0,185.0,265.0,270.0,2.0
TSU,22,Red Bull Racing,14.0,2.0,13.0,HARD,0 days 00:01:18.775000,78.775,1,,,0 days 00:00:20.772000,0 days 00:00:37.026000,0 days 00:00:20.977000,181.0,181.0,258.0,275.0,2.0
TSU,22,Red Bull Racing,15.0,2.0,14.0,HARD,0 days 00:01:19.086000,79.086,1,,,0 days 00:00:20.680000,0 days 00:00:37.202000,0 days 00:00:21.204000,186.0,183.0,265.0,272.0,2.0
TSU,22,Red Bull Racing,16.0,2.0,15.0,HARD,0 days 00:01:20.444000,80.444,1,,,0 days 00:00:20.925000,0 days 00:00:37.780000,0 days 00:00:21.739000,181.0,182.0,264.0,269.0,2.0
TSU,22,Red Bull Racing,17.0,2.0,16.0,HARD,0 days 00:01:21.081000,81.081,1,,,0 days 00:00:21.183000,0 days 00:00:38.321000,0 days 00:00:21.577000,174.0,184.0,262.0,270.0,2.0
TSU,22,Red Bull Racing,18.0,2.0,17.0,HARD,0 days 00:01:19.608000,79.608,1,,,0 days 00:00:20.927000,0 days 00:00:37.480000,0 days 00:00:21.201000,184.0,184.0,263.0,268.0,2.0
TSU,22,Red Bull Racing,19.0,2.0,18.0,HARD,0 days 00:01:19.752000,79.752,1,,,0 days 00:00:21.070000,0 days 00:00:37.720000,0 days 00:00:20.962000,,182.0,264.0,272.0,2.0
TSU,22,Red Bull Racing,20.0,2.0,19.0,HARD,0 days 00:01:18.896000,78.896,1,,,0 days 00:00:20.827000,0 days 00:00:37.430000,0 days 00:00:20.639000,,188.0,263.0,275.0,2.0
TSU,22,Red Bull Racing,21.0,2.0,20.0,HARD,0 days 00:01:17.885000,77.885,1,,,0 days 00:00:20.562000,0 days 00:00:36.776000,0 days 00:00:20.547000,183.0,189.0,264.0,278.0,2.0
TSU,22,Red Bull Racing,22.0,2.0,21.0,HARD,0 days 00:01:17.395000,77.395,1,,,0 days 00:00:20.332000,0 days 00:00:36.546000,0 days 00:00:20.517000,193.0,189.0,263.0,277.0,2.0
TSU,22,Red Bull Racing,23.0,2.0,22.0,HARD,0 days 00:01:16.933000,76.933,1,,,0 days 00:00:20.268000,0 days 00:00:36.241000,0 days 00:00:20.424000,197.0,190.0,263.0,279.0,2.0
TSU,22,Red Bull Racing,24.0,2.0,23.0,HARD,0 days 00:01:17.026000,77.026,1,,,0 days 00:00:20.125000,0 days 00:00:36.485000,0 days 00:00:20.416000,194.0,193.0,257.0,277.0,2.0
TSU,22,Red Bull Racing,25.0,2.0,24.0,HARD,0 days 00:01:18.413000,78.413,1,,,0 days 00:00:20.113000,0 days 00:00:36.980000,0 days 00:00:21.320000,198.0,188.0,264.0,273.0,2.0
TSU,22,Red Bull Racing,26.0,2.0,25.0,HARD,0 days 00:01:19.530000,79.53,1,,,0 days 00:00:21.007000,0 days 00:00:37.213000,0 days 00:00:21.310000,176.0,187.0,258.0,274.0,2.0
TSU,22,Red Bull Racing,27.0,2.0,26.0,HARD,0 days 00:01:19.565000,79.565,1,,,0 days 00:00:20.804000,0 days 00:00:37.494000,0 days 00:00:21.267000,183.0,184.0,258.0,274.0,2.0
TSU,22,Red Bull Racing,28.0,2.0,27.0,HARD,0 days 00:01:19.786000,79.786,1,,,0 days 00:00:20.978000,0 days 00:00:37.380000,0 days 00:00:21.428000,174.0,184.0,259.0,273.0,2.0
TSU,22,Red Bull Racing,29.0,2.0,28.0,HARD,0 days 00:01:19.313000,79.313,1,,,0 days 00:00:20.802000,0 days 00:00:37.243000,0 days 00:00:21.268000,186.0,187.0,264.0,274.0,2.0
TSU,22,Red Bull Racing,30.0,2.0,29.0,HARD,0 days 00:01:20.165000,80.165,1,,,0 days 00:00:21.304000,0 days 00:00:37.579000,0 days 00:00:21.282000,137.0,183.0,260.0,278.0,2.0
TSU,22,Red Bull Racing,31.0,2.0,30.0,HARD,0 days 00:01:20.088000,80.088,1,,,0 days 00:00:21.495000,0 days 00:00:37.505000,0 days 00:00:21.088000,138.0,178.0,264.0,279.0,2.0
TSU,22,Red Bull Racing,32.0,2.0,31.0,HARD,0 days 00:01:20.951000,80.951,1,,,0 days 00:00:21.563000,0 days 00:00:38.655000,0 days 00:00:20.733000,130.0,181.0,259.0,276.0,2.0
TSU,22,Red Bull Racing,33.0,2.0,32.0,HARD,0 days 00:01:18.035000,78.035,1,,,0 days 00:00:20.354000,0 days 00:00:36.853000,0 days 00:00:20.828000,186.0,189.0,257.0,278.0,2.0
TSU,22,Red Bull Racing,34.0,2.0,33.0,HARD,0 days 00:01:18.623000,78.623,1,,,0 days 00:00:20.607000,0 days 00:00:37.058000,0 days 00:00:20.958000,189.0,190.0,266.0,277.0,2.0
TSU,22,Red Bull Racing,35.0,2.0,34.0,HARD,0 days 00:01:20.269000,80.269,1,,,0 days 00:00:20.798000,0 days 00:00:37.443000,0 days 00:00:22.028000,182.0,186.0,260.0,277.0,2.0
TSU,22,Red Bull Racing,36.0,2.0,35.0,HARD,0 days 00:01:18.945000,78.945,1,,,0 days 00:00:20.810000,0 days 00:00:37.254000,0 days 00:00:20.881000,188.0,183.0,266.0,279.0,2.0
TSU,22,Red Bull Racing,37.0,2.0,36.0,HARD,0 days 00:01:18.933000,78.933,12,,,0 days 00:00:20.681000,0 days 00:00:37.202000,0 days 00:00:21.050000,189.0,186.0,265.0,275.0,2.0
TSU,22,Red Bull Racing,38.0,2.0,37.0,HARD,0 days 00:01:18.168000,78.168,1,,,0 days 00:00:20.426000,0 days 00:00:36.964000,0 days 00:00:20.778000,184.0,189.0,265.0,275.0,2.0
TSU,22,Red Bull Racing,39.0,2.0,38.0,HARD,0 days 00:01:18.879000,78.879,1,,,0 days 00:00:20.667000,0 days 00:00:37.289000,0 days 00:00:20.923000,185.0,189.0,265.0,274.0,2.0
TSU,22,Red Bull Racing,40.0,2.0,39.0,HARD,0 days 00:01:18.913000,78.913,1,,,0 days 00:00:20.591000,0 days 00:00:37.253000,0 days 00:00:21.069000,,187.0,266.0,272.0,2.0
TSU,22,Red Bull Racing,41.0,2.0,40.0,HARD,0 days 00:01:18.272000,78.272,1,,,0 days 00:00:20.474000,0 days 00:00:37.090000,0 days 00:00:20.708000,189.0,186.0,265.0,280.0,2.0
TSU,22,Red Bull Racing,42.0,2.0,41.0,HARD,0 days 00:01:17.292000,77.292,1,,,0 days 00:00:20.098000,0 days 00:00:36.551000,0 days 00:00:20.643000,198.0,187.0,260.0,278.0,2.0
TSU,22,Red Bull Racing,43.0,2.0,42.0,HARD,0 days 00:01:18.050000,78.05,1,,,0 days 00:00:20.261000,0 days 00:00:37.014000,0 days 00:00:20.775000,192.0,187.0,264.0,278.0,2.0
TSU,22,Red Bull Racing,44.0,2.0,43.0,HARD,0 days 00:01:18.827000,78.827,1,,,0 days 00:00:20.596000,0 days 00:00:37.078000,0 days 00:00:21.153000,,179.0,262.0,278.0,2.0
TSU,22,Red Bull Racing,45.0,2.0,44.0,HARD,0 days 00:01:19.266000,79.266,1,,,0 days 00:00:20.609000,0 days 00:00:37.751000,0 days 00:00:20.906000,193.0,186.0,262.0,274.0,2.0
TSU,22,Red Bull Racing,46.0,2.0,45.0,HARD,0 days 00:01:19.246000,79.246,1,,,0 days 00:00:20.706000,0 days 00:00:37.582000,0 days 00:00:20.958000,183.0,188.0,267.0,274.0,2.0
TSU,22,Red Bull Racing,47.0,2.0,46.0,HARD,0 days 00:01:20.203000,80.203,1,,,0 days 00:00:20.676000,0 days 00:00:38.516000,0 days 00:00:21.011000,178.0,189.0,266.0,240.0,2.0
TSU,22,Red Bull Racing,48.0,2.0,47.0,HARD,0 days 00:01:18.979000,78.979,1,,,0 days 00:00:20.724000,0 days 00:00:37.437000,0 days 00:00:20.818000,181.0,184.0,259.0,281.0,2.0
TSU,22,Red Bull Racing,49.0,2.0,48.0,HARD,0 days 00:01:17.998000,77.998,1,,,0 days 00:00:20.189000,0 days 00:00:36.962000,0 days 00:00:20.847000,192.0,185.0,260.0,277.0,2.0
TSU,22,Red Bull Racing,50.0,2.0,49.0,HARD,0 days 00:01:19.205000,79.205,1,,,0 days 00:00:20.616000,0 days 00:00:37.502000,0 days 00:00:21.087000,186.0,181.0,263.0,276.0,2.0
TSU,22,Red Bull Racing,51.0,2.0,50.0,HARD,0 days 00:01:20.267000,80.267,1,,,0 days 00:00:20.423000,0 days 00:00:37.604000,0 days 00:00:22.240000,191.0,178.0,267.0,279.0,2.0
TSU,22,Red Bull Racing,52.0,2.0,51.0,HARD,0 days 00:01:21.891000,81.891,1,,,0 days 00:00:20.923000,0 days 00:00:38.889000,0 days 00:00:22.079000,184.0,176.0,267.0,280.0,2.0
TSU,22,Red Bull Racing,53.0,2.0,52.0,HARD,0 days 00:01:19.395000,79.395,1,,,0 days 00:00:20.861000,0 days 00:00:37.350000,0 days 00:00:21.184000,187.0,178.0,265.0,278.0,2.0
TSU,22,Red Bull Racing,54.0,2.0,53.0,HARD,0 days 00:01:19.566000,79.566,1,,,0 days 00:00:20.993000,0 days 00:00:37.495000,0 days 00:00:21.078000,143.0,179.0,266.0,282.0,2.0
TSU,22,Red Bull Racing,55.0,2.0,54.0,HARD,0 days 00:01:18.811000,78.811,1,,,0 days 00:00:20.522000,0 days 00:00:37.290000,0 days 00:00:20.999000,194.0,177.0,268.0,282.0,2.0
TSU,22,Red Bull Racing,56.0,2.0,55.0,HARD,0 days 00:01:18.408000,78.408,1,,,0 days 00:00:20.499000,0 days 00:00:37.026000,0 days 00:00:20.883000,196.0,185.0,266.0,281.0,2.0
TSU,22,Red Bull Racing,57.0,2.0,56.0,HARD,0 days 00:01:18.497000,78.497,1,,,0 days 00:00:20.449000,0 days 00:00:37.102000,0 days 00:00:20.946000,193.0,184.0,266.0,281.0,2.0
TSU,22,Red Bull Racing,58.0,2.0,57.0,HARD,0 days 00:01:18.253000,78.253,1,,,0 days 00:00:20.183000,0 days 00:00:37.071000,0 days 00:00:20.999000,201.0,180.0,267.0,281.0,2.0
TSU,22,Red Bull Racing,59.0,2.0,58.0,HARD,0 days 00:01:19.028000,79.028,1,,,0 days 00:00:20.736000,0 days 00:00:37.412000,0 days 00:00:20.880000,194.0,181.0,267.0,281.0,2.0
TSU,22,Red Bull Racing,60.0,2.0,59.0,HARD,0 days 00:01:18.810000,78.81,1,,,0 days 00:00:20.485000,0 days 00:00:37.386000,0 days 00:00:20.939000,189.0,185.0,266.0,279.0,2.0
TSU,22,Red Bull Racing,61.0,2.0,60.0,HARD,0 days 00:01:18.547000,78.547,1,,,0 days 00:00:20.249000,0 days 00:00:37.332000,0 days 00:00:20.966000,196.0,183.0,266.0,280.0,2.0
TSU,22,Red Bull Racing,62.0,2.0,61.0,HARD,0 days 00:01:18.430000,78.43,1,,,0 days 00:00:20.205000,0 days 00:00:37.246000,0 days 00:00:20.979000,194.0,183.0,265.0,280.0,2.0
TSU,22,Red Bull Racing,63.0,2.0,62.0,HARD,0 days 00:01:18.923000,78.923,1,,,0 days 00:00:20.500000,0 days 00:00:37.194000,0 days 00:00:21.229000,189.0,182.0,267.0,281.0,2.0
TSU,22,Red Bull Racing,64.0,2.0,63.0,HARD,0 days 00:01:18.512000,78.512,1,,,0 days 00:00:20.460000,0 days 00:00:37.080000,0 days 00:00:20.972000,192.0,183.0,266.0,280.0,2.0
TSU,22,Red Bull Racing,65.0,2.0,64.0,HARD,0 days 00:01:17.611000,77.611,1,,,0 days 00:00:20.035000,0 days 00:00:36.828000,0 days 00:00:20.748000,202.0,181.0,266.0,280.0,2.0
TSU,22,Red Bull Racing,66.0,2.0,65.0,HARD,0 days 00:01:17.610000,77.61,1,,,0 days 00:00:20.104000,0 days 00:00:37.102000,0 days 00:00:20.404000,204.0,186.0,266.0,279.0,2.0
TSU,22,Red Bull Racing,67.0,2.0,66.0,HARD,0 days 00:01:15.969000,75.969,1,,,0 days 00:00:19.904000,0 days 00:00:35.962000,0 days 00:00:20.103000,202.0,195.0,258.0,280.0,2.0
TSU,22,Red Bull Racing,68.0,2.0,67.0,HARD,0 days 00:01:15.966000,75.966,1,,,0 days 00:00:19.717000,0 days 00:00:36.084000,0 days 00:00:20.165000,211.0,194.0,259.0,279.0,2.0
TSU,22,Red Bull Racing,69.0,2.0,68.0,HARD,0 days 00:01:18.332000,78.332,1,,,0 days 00:00:19.727000,0 days 00:00:38.085000,0 days 00:00:20.520000,204.0,189.0,259.0,243.0,2.0
TSU,22,Red Bull Racing,70.0,2.0,69.0,HARD,0 days 00:01:16.046000,76.046,1,,,0 days 00:00:19.803000,0 days 00:00:36.101000,0 days 00:00:20.142000,208.0,195.0,258.0,279.0,2.0
TSU,22,Red Bull Racing,71.0,2.0,70.0,HARD,0 days 00:01:15.607000,75.607,1,,,0 days 00:00:19.779000,0 days 00:00:35.830000,0 days 00:00:19.998000,209.0,195.0,258.0,279.0,2.0
TSU,22,Red Bull Racing,72.0,2.0,71.0,HARD,0 days 00:01:15.320000,75.32,1,,,0 days 00:00:19.713000,0 days 00:00:35.682000,0 days 00:00:19.925000,210.0,196.0,258.0,278.0,2.0
TSU,22,Red Bull Racing,73.0,2.0,72.0,HARD,0 days 00:01:31.926000,91.926,1,,0 days 02:33:41.231000,0 days 00:00:19.623000,0 days 00:00:35.537000,0 days 00:00:36.766000,207.0,196.0,,278.0,2.0
TSU,22,Red Bull Racing,74.0,3.0,1.0,MEDIUM,0 days 00:01:19.467000,79.467,1,0 days 02:34:05.123000,,0 days 00:00:23.105000,0 days 00:00:36.228000,0 days 00:00:20.134000,196.0,187.0,258.0,281.0,1.0
TSU,22,Red Bull Racing,75.0,3.0,2.0,MEDIUM,0 days 00:01:14.913000,74.913,1,,,0 days 00:00:19.624000,0 days 00:00:35.388000,0 days 00:00:19.901000,209.0,193.0,260.0,282.0,1.0
TSU,22,Red Bull Racing,76.0,3.0,3.0,MEDIUM,0 days 00:01:15.886000,75.886,1,,,0 days 00:00:19.262000,0 days 00:00:35.731000,0 days 00:00:20.893000,210.0,192.0,262.0,284.0,1.0
ALB,23,Williams,1.0,1.0,5.0,MEDIUM,0 days 00:01:31.479000,91.479,12,,,,0 days 00:00:40.146000,0 days 00:00:22.030000,165.0,168.0,253.0,276.0,1.0
ALB,23,Williams,2.0,1.0,6.0,MEDIUM,0 days 00:01:52.152000,112.152,16,,,0 days 00:00:38.401000,0 days 00:00:47.108000,0 days 00:00:26.643000,73.0,169.0,189.0,224.0,1.0
ALB,23,Williams,3.0,1.0,7.0,MEDIUM,0 days 00:01:48.346000,108.346,6,,,0 days 00:00:30.845000,0 days 00:00:48.338000,0 days 00:00:29.163000,127.0,141.0,143.0,237.0,1.0
ALB,23,Williams,4.0,1.0,8.0,MEDIUM,0 days 00:01:36.006000,96.006,671,,,0 days 00:00:29.942000,0 days 00:00:44.769000,0 days 00:00:21.295000,99.0,175.0,254.0,264.0,1.0
ALB,23,Williams,5.0,1.0,9.0,MEDIUM,0 days 00:01:20.465000,80.465,1,,,0 days 00:00:21.014000,0 days 00:00:38.074000,0 days 00:00:21.377000,181.0,171.0,261.0,277.0,1.0
ALB,23,Williams,6.0,1.0,10.0,MEDIUM,0 days 00:01:21.426000,81.426,1,,,0 days 00:00:21.354000,0 days 00:00:38.432000,0 days 00:00:21.640000,182.0,172.0,253.0,277.0,1.0
ALB,23,Williams,7.0,1.0,11.0,MEDIUM,0 days 00:01:21.287000,81.287,1,,,0 days 00:00:21.272000,0 days 00:00:38.715000,0 days 00:00:21.300000,177.0,174.0,262.0,270.0,1.0
ALB,23,Williams,8.0,1.0,12.0,MEDIUM,0 days 00:01:20.471000,80.471,12,,,0 days 00:00:21.348000,0 days 00:00:37.673000,0 days 00:00:21.450000,182.0,181.0,260.0,279.0,1.0
ALB,23,Williams,9.0,1.0,13.0,MEDIUM,0 days 00:01:24.151000,84.151,2,,,0 days 00:00:21.405000,0 days 00:00:40.877000,0 days 00:00:21.869000,178.0,160.0,262.0,259.0,1.0
ALB,23,Williams,10.0,1.0,14.0,MEDIUM,0 days 00:01:21.528000,81.528,2,,,0 days 00:00:21.435000,0 days 00:00:38.773000,0 days 00:00:21.320000,188.0,176.0,264.0,267.0,1.0
ALB,23,Williams,11.0,1.0,15.0,MEDIUM,0 days 00:01:19.447000,79.447,21,,,0 days 00:00:21.057000,0 days 00:00:37.217000,0 days 00:00:21.173000,196.0,176.0,263.0,271.0,1.0
ALB,23,Williams,12.0,1.0,16.0,MEDIUM,0 days 00:01:19.660000,79.66,1,,,0 days 00:00:21.127000,0 days 00:00:37.603000,0 days 00:00:20.930000,181.0,179.0,264.0,275.0,1.0
ALB,23,Williams,13.0,1.0,17.0,MEDIUM,0 days 00:01:19.244000,79.244,1,,,0 days 00:00:21.144000,0 days 00:00:37.200000,0 days 00:00:20.900000,187.0,175.0,264.0,278.0,1.0
ALB,23,Williams,14.0,1.0,18.0,MEDIUM,0 days 00:01:19.817000,79.817,1,,,0 days 00:00:21.334000,0 days 00:00:37.341000,0 days 00:00:21.142000,182.0,180.0,261.0,281.0,1.0
ALB,23,Williams,15.0,1.0,19.0,MEDIUM,0 days 00:01:20.143000,80.143,1,,,0 days 00:00:20.872000,0 days 00:00:37.708000,0 days 00:00:21.563000,186.0,174.0,262.0,273.0,1.0
ALB,23,Williams,16.0,1.0,20.0,MEDIUM,0 days 00:01:20.692000,80.692,1,,,0 days 00:00:21.145000,0 days 00:00:38.161000,0 days 00:00:21.386000,185.0,173.0,262.0,269.0,1.0
ALB,23,Williams,17.0,1.0,21.0,MEDIUM,0 days 00:01:20.978000,80.978,1,,,0 days 00:00:21.574000,0 days 00:00:38.014000,0 days 00:00:21.390000,176.0,175.0,263.0,274.0,1.0
ALB,23,Williams,18.0,1.0,22.0,MEDIUM,0 days 00:01:20.235000,80.235,1,,,0 days 00:00:21.198000,0 days 00:00:37.628000,0 days 00:00:21.409000,190.0,180.0,262.0,266.0,1.0
ALB,23,Williams,19.0,1.0,23.0,MEDIUM,0 days 00:01:19.279000,79.279,1,,,0 days 00:00:21.045000,0 days 00:00:37.003000,0 days 00:00:21.231000,,175.0,264.0,282.0,1.0
ALB,23,Williams,20.0,1.0,24.0,MEDIUM,0 days 00:01:17.928000,77.928,1,,,0 days 00:00:20.723000,0 days 00:00:36.668000,0 days 00:00:20.537000,196.0,183.0,256.0,276.0,1.0
ALB,23,Williams,21.0,1.0,25.0,MEDIUM,0 days 00:01:17.096000,77.096,1,,,0 days 00:00:20.289000,0 days 00:00:36.265000,0 days 00:00:20.542000,198.0,188.0,257.0,277.0,1.0
ALB,23,Williams,22.0,1.0,26.0,MEDIUM,0 days 00:01:17.001000,77.001,1,,,0 days 00:00:20.270000,0 days 00:00:36.252000,0 days 00:00:20.479000,,186.0,256.0,278.0,1.0
ALB,23,Williams,23.0,1.0,27.0,MEDIUM,0 days 00:01:16.556000,76.556,1,,,0 days 00:00:20.223000,0 days 00:00:36.046000,0 days 00:00:20.287000,201.0,188.0,257.0,276.0,1.0
ALB,23,Williams,24.0,1.0,28.0,MEDIUM,0 days 00:01:16.954000,76.954,1,,,0 days 00:00:20.329000,0 days 00:00:36.173000,0 days 00:00:20.452000,199.0,188.0,256.0,278.0,1.0
ALB,23,Williams,25.0,1.0,29.0,MEDIUM,0 days 00:01:17.653000,77.653,1,,,0 days 00:00:20.319000,0 days 00:00:36.620000,0 days 00:00:20.714000,201.0,184.0,255.0,277.0,1.0
ALB,23,Williams,26.0,1.0,30.0,MEDIUM,0 days 00:01:17.264000,77.264,1,,,0 days 00:00:20.321000,0 days 00:00:36.319000,0 days 00:00:20.624000,202.0,187.0,257.0,278.0,1.0
ALB,23,Williams,27.0,1.0,31.0,MEDIUM,0 days 00:01:17.185000,77.185,1,,,0 days 00:00:20.491000,0 days 00:00:36.250000,0 days 00:00:20.444000,199.0,186.0,257.0,277.0,1.0
ALB,23,Williams,28.0,1.0,32.0,MEDIUM,0 days 00:01:16.701000,76.701,1,,,0 days 00:00:20.151000,0 days 00:00:36.150000,0 days 00:00:20.400000,204.0,186.0,257.0,277.0,1.0
ALB,23,Williams,29.0,1.0,33.0,MEDIUM,0 days 00:01:16.969000,76.969,1,,,0 days 00:00:20.264000,0 days 00:00:36.280000,0 days 00:00:20.425000,201.0,188.0,256.0,277.0,1.0
ALB,23,Williams,30.0,1.0,34.0,MEDIUM,0 days 00:01:16.888000,76.888,1,,,0 days 00:00:20.317000,0 days 00:00:36.201000,0 days 00:00:20.370000,205.0,187.0,256.0,276.0,1.0
ALB,23,Williams,31.0,1.0,35.0,MEDIUM,0 days 00:01:16.870000,76.87,1,,,0 days 00:00:20.215000,0 days 00:00:36.160000,0 days 00:00:20.495000,201.0,190.0,256.0,276.0,1.0
ALB,23,Williams,32.0,1.0,36.0,MEDIUM,0 days 00:01:32.994000,92.994,1,,0 days 01:39:40.820000,0 days 00:00:20.118000,0 days 00:00:35.999000,0 days 00:00:36.877000,207.0,188.0,,276.0,1.0
ALB,23,Williams,33.0,2.0,9.0,MEDIUM,0 days 00:01:22.236000,82.236,1,0 days 01:40:04.702000,,0 days 00:00:24.385000,0 days 00:00:37.059000,0 days 00:00:20.792000,182.0,181.0,255.0,275.0,1.0
ALB,23,Williams,34.0,2.0,10.0,MEDIUM,0 days 00:01:20.232000,80.232,1,,,0 days 00:00:21.639000,0 days 00:00:38.239000,0 days 00:00:20.354000,194.0,184.0,256.0,274.0,1.0
ALB,23,Williams,35.0,2.0,11.0,MEDIUM,0 days 00:01:16.381000,76.381,1,,,0 days 00:00:20.045000,0 days 00:00:35.979000,0 days 00:00:20.357000,200.0,185.0,256.0,276.0,1.0
ALB,23,Williams,36.0,2.0,12.0,MEDIUM,0 days 00:01:16.185000,76.185,1,,,0 days 00:00:20.043000,0 days 00:00:35.854000,0 days 00:00:20.288000,205.0,189.0,257.0,276.0,1.0
